"","Species","CountryOrigin","FragranceAroma","Flavor","Aftertaste","SaltAcid","Mouthfeel","Balance","BitterSweet","UniformCup","CleanCup","CupperPoints","qualityscore","clust"
"1245","Arabica","Guatemala",7.33,7.17,6.92,7.58,7.17,10,7.25,8.67,9.33,7.17,78.58,"2"
"1246","Arabica","Taiwan",6.83,6.75,7.17,7.25,6.92,10,7,10,10,6.67,78.58,"2"
"1247","Arabica","Mexico",7,7,6.75,7.33,6.92,10,6.92,10,10,6.67,78.58,"2"
"1248","Arabica","Mexico",7.92,7.58,7.58,7.92,7.5,10,7.92,8,6.67,7.5,78.58,"3"
"1249","Arabica","United States (Hawaii)",7.92,6.83,7.08,7.42,7.33,10,6.75,8.67,9.33,7.25,78.58,"3"
"1250","Arabica","Mexico",7.25,6.75,6.92,6.92,7.58,10,7.25,9.33,9.33,7.17,78.5,"2"
"1251","Arabica","Mexico",7.08,6.83,6.83,7,6.92,10,7,10,10,6.83,78.5,"2"
"1252","Arabica","Mexico",7.25,7.17,7,6.83,7.08,10,7.58,8.67,10,6.92,78.5,"2"
"1253","Arabica","Brazil",6.83,7,6.92,7.08,6.83,10,6.92,10,10,6.83,78.42,"2"
"1254","Arabica","Mexico",7.58,7.17,7,7.17,7,10,7.33,8,10,7.17,78.42,"2"
"1255","Arabica","United States (Hawaii)",7.5,7.75,7.58,7.83,7.92,8.67,7.92,7.33,8,7.83,78.33,"3"
"1256","Arabica","Guatemala",7.17,6.5,6.67,7,7.17,10,7.17,10,10,6.67,78.33,"2"
"1257","Arabica","Guatemala",7.17,7.17,6.5,7.17,6.83,10,7,10,10,6.5,78.33,"2"
"1258","Arabica","Mexico",7.25,7.25,7,7.5,7.42,10,7.33,8,9.33,7.75,78.33,"2"
"1259","Arabica","Guatemala",7.17,6.08,6.17,7.25,7.33,10,7.33,10,10,7,78.33,"2"
"1260","Arabica","United States (Hawaii)",7.5,7.5,7.33,7.58,7.42,8.67,7.5,8.67,8.67,7.42,78.25,"3"
"1261","Arabica","United States (Hawaii)",7.42,7.33,7.33,7.5,7.75,9.33,7.67,8,8.67,7.25,78.25,"3"
"1262","Arabica","Indonesia",6.92,6.83,6.92,6.92,6.83,10,6.92,10,10,6.83,78.17,"2"
"1263","Arabica","Mexico",7.08,6.83,6.67,7.25,6.92,10,7.25,10,9.33,6.75,78.08,"2"
"1264","Arabica","Taiwan",7.5,7.08,7.33,7.17,7.5,10,7.5,6.67,10,7.25,78,"3"
"1265","Arabica","Honduras",6.83,7,6.67,7,6.83,10,7,10,10,6.67,78,"2"
"1266","Arabica","United States (Hawaii)",7.58,7.33,7.5,7.42,7.33,9.33,7.5,8,8.67,7.33,78,"3"
"1267","Arabica","Guatemala",7.42,7.25,6.83,7.33,6.92,9.33,7,9.33,9.33,7.25,78,"2"
"1268","Arabica","China",7.33,7.17,6.92,7.08,7,9.33,7.33,9.33,9.33,7.17,78,"2"
"1269","Arabica","Guatemala",7,6.83,6.83,7.17,6.83,10,6.67,10,10,6.67,78,"2"
"1270","Arabica","Mexico",7.25,7.33,7,7,7.08,8,7.25,10,10,7.08,78,"2"
"1271","Arabica","Colombia",7.42,7.17,7,7.17,7.17,9.33,7.67,8.67,9.33,7.08,78,"2"
"1272","Arabica","Costa Rica",7.5,7.25,7.42,7,6.83,10,7.08,8.67,9.33,6.83,77.92,"2"
"1273","Arabica","Mexico",7.42,7.25,7,7,7.08,10,7.25,8,10,6.92,77.92,"2"
"1274","Arabica","Guatemala",7.17,6.17,6.17,7.08,6.83,10,7.33,10,10,7.17,77.92,"2"
"1275","Arabica","Nicaragua",7.42,7,7,7.17,7,10,7.08,9.33,8.67,7.17,77.83,"2"
"1276","Arabica","Brazil",7,6.75,6.67,6.83,6.83,10,7.08,10,10,6.67,77.83,"2"
"1277","Arabica","Guatemala",7,6.83,6.67,7.17,6.83,10,6.83,10,10,6.5,77.83,"2"
"1278","Arabica","Taiwan",7.17,6.75,6.58,7.33,7.17,10,7.33,9.33,9.33,6.67,77.67,"2"
"1279","Arabica","United States (Hawaii)",7.58,7.67,7.58,7.67,7.42,6,7.42,9.33,9.33,7.58,77.58,"3"
"1280","Arabica","Mexico",7.17,6.75,6.58,6.75,6.75,10,6.83,10,10,6.67,77.5,"2"
"1281","Arabica","Guatemala",7.08,6.92,6.33,7,7,10,6.92,10,10,6.17,77.42,"2"
"1282","Arabica","Brazil",7.5,7.33,7.42,7.58,6.92,10,7.58,8,8,7,77.33,"1"
"1283","Arabica","Guatemala",7.33,7,6.83,7.17,7.17,9.33,7.17,9.33,9.33,6.67,77.33,"2"
"1284","Arabica","Mexico",7.33,7,6.67,7,6.92,10,6.92,9.33,9.33,6.83,77.33,"2"
"1285","Arabica","Haiti",6.83,6.83,6.83,6.75,6.92,10,6.92,9.33,10,6.83,77.25,"1"
"1286","Arabica","United States (Hawaii)",7.08,6.92,6.83,6.67,7.42,10,7.58,8.67,9.33,6.75,77.25,"3"
"1287","Arabica","Mexico",7.08,7,7,7.25,7.25,10,7.33,8.67,8.67,6.92,77.17,"1"
"1288","Arabica","Peru",7.42,7.75,7.42,7.67,7.83,9.33,7.92,8.67,5.33,7.67,77,"3"
"1289","Arabica","India",7.67,7.33,7.17,6.67,7.42,6.67,7.17,9.33,10,7.42,76.83,"4"
"1290","Arabica","Mexico",6.67,6.33,6.42,6.83,6.92,10,7,10,10,6.58,76.75,"2"
"1291","Arabica","Guatemala",6.42,6.5,6.5,7.33,6.92,10,6.33,10,10,6.5,76.5,"2"
"1292","Arabica","Mexico",7.17,6.58,6.58,7,6.58,10,7.25,9.33,9.33,6.58,76.42,"1"
"1293","Arabica","Guatemala",7.5,7,6.83,7.5,7.33,8.67,7.17,8.67,8.67,7,76.33,"2"
"1294","Arabica","Guatemala",6.17,6.5,6.5,7.17,6.83,10,7,10,10,6.17,76.33,"2"
"1295","Arabica","United States (Hawaii)",7.25,7.08,6.83,7.17,6.83,9.33,7.33,8.67,8.67,7.08,76.25,"1"
"1296","Arabica","United States (Hawaii)",7.5,7.33,7.33,7.58,7.25,8,7.67,8,8,7.5,76.17,"3"
"1297","Arabica","Mexico",7.42,7,6.83,7.08,6.83,10,6.92,7.33,10,6.75,76.17,"1"
"1298","Arabica","Indonesia",7.33,7,6.5,6.08,6.33,9.33,7.58,9.33,10,6.67,76.17,"2"
"1299","Arabica","Mexico",7.08,6.83,6.83,7.17,7.08,10,7.17,10,7.33,6.58,76.08,"1"
"1300","Arabica","Honduras",6.83,6.83,6.67,6.83,6.83,10,7,9.33,8.67,7,76,"1"
"1301","Arabica","Philippines",6.83,6.5,6.5,6.92,7,9.33,6.75,9.33,10,6.67,75.83,"2"
"1302","Arabica","Brazil",7.17,7,6.83,7.5,7,10,7.17,8,8,7,75.67,"1"
"1303","Arabica","Guatemala",7.92,7.58,7.17,7.58,7.17,8,7.33,8,8,6.83,75.58,"1"
"1304","Arabica","Guatemala",6.67,6.5,6.33,7,6.75,10,7.17,8.67,10,6.5,75.58,"2"
"1305","Arabica","Mexico",7.5,7.25,6.92,7,6.83,10,7.17,8,8,6.83,75.5,"1"
"1306","Arabica","Mexico",7.17,6.92,6.67,6.83,7.75,10,7.25,10,6,6.58,75.17,"1"
"1307","Arabica","Mexico",7.25,6.83,6.67,7.08,6.83,10,7.17,10,6.67,6.67,75.17,"1"
"1308","Arabica","Mexico",7.17,7.17,6.83,7.17,6.67,10,7.42,8.67,7.33,6.75,75.17,"1"
"1309","Arabica","Mexico",7,6.92,6.75,6.92,6.83,10,7.17,10,6.67,6.75,75,"1"
"1310","Arabica","Mexico",7.08,6.75,6.58,7,6.75,10,7,8.67,8.67,6.42,74.92,"1"
"1311","Arabica","Mexico",7.33,6.75,6.67,7.25,7,10,7.5,10,5.33,7,74.83,"1"
"1312","Arabica","Guatemala",6.75,6.5,6.17,7,6.75,10,7.25,8,10,6.33,74.75,"1"
"1313","Arabica","Guatemala",6.75,6.67,6.17,7.17,6.58,10,7,8,10,6.42,74.75,"1"
"1314","Arabica","Mexico",7.08,7,6.83,7.5,6.83,10,7.33,8,7.33,6.75,74.67,"1"
"1315","Arabica","United States (Hawaii)",7.5,7.25,7,7.25,7.33,6.67,7.42,8,8.67,7.33,74.42,"1"
"1316","Arabica","Guatemala",6.5,6.33,6.5,7.5,6.83,8.67,7.33,8.67,10,6,74.33,"1"
"1317","Arabica","Mexico",7,6.58,6.67,6.83,6.83,10,7.08,10,6.67,6.67,74.33,"1"
"1318","Arabica","Mexico",6.92,6.42,6.17,7.33,6.75,10,7.25,10,6.67,6.5,74,"1"
"1319","Arabica","Mexico",7.67,7,7.17,7.58,7.33,10,7.33,10,2.67,7.08,73.83,"1"
"1320","Arabica","United States (Hawaii)",7.17,7.17,7.17,7.58,6.92,6.67,7.67,9.33,6.67,7.33,73.67,"1"
"1321","Arabica","Brazil",7.25,6.58,6.58,7,6.42,10,7,8,8,6.67,73.5,"1"
"1322","Arabica","Honduras",7,7.17,6.83,7.17,7.17,8,7,8,8,7.08,73.42,"1"
"1323","Arabica","Mexico",7.08,7.08,6.92,7.08,6.92,8,6.92,8,8,6.92,72.92,"1"
"1324","Arabica","Colombia",8,7.33,7.75,7.33,7.67,6.67,7.42,6.67,6.67,7.33,72.83,"1"
"1325","Arabica","United States (Hawaii)",6.92,6.92,6.92,7.5,7.17,9.33,7.58,6.67,6.67,6.92,72.58,"1"
"1326","Arabica","Haiti",6.92,6.75,7.08,7.17,6.67,8.67,7.33,10,5.33,6.42,72.33,"1"
"1327","Arabica","Costa Rica",6.33,6.5,6.33,6.83,6.5,10,6.33,10,6.67,6.25,71.75,"1"
"1328","Arabica","Mexico",6.92,6.92,6.92,6.92,7,10,7.17,10,2.67,6.58,71.08,"1"
"1329","Arabica","Mexico",6.5,6.67,6.42,7.17,6.5,10,7.33,8,6,6.42,71,"1"
"1330","Arabica","Mexico",6.92,7,6.83,6.92,6.92,10,7.42,6,6,6.75,70.75,"1"
"1331","Arabica","Brazil",7,7,6.83,7,6.83,10,7.33,6,6,6.67,70.67,"1"
"1332","Arabica","Honduras",6.67,6.5,6.17,6.67,6.17,8,6.83,8,8,6.33,69.33,"1"
"1333","Arabica","Honduras",7,6.17,6.17,6.67,6.17,8,6.5,8,8,6.5,69.17,"1"
"1334","Arabica","Honduras",7,6.33,6.17,6.5,6.17,8,6.67,8,8,6.33,69.17,"1"
"1335","Arabica","Mexico",7.08,6.83,6.25,7.42,6.75,10,7.25,10,0,6.75,68.33,"1"
"1336","Arabica","Haiti",6.75,6.58,6.42,6.67,6.67,6,7.08,9.33,6,6.42,67.92,"1"
"1337","Arabica","Nicaragua",7.25,6.58,6.33,6.25,6.08,6,6.42,6,6,6.17,63.08,"1"
